,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
2874,5935,dumetia hyperythra,132.4,Small,12.9,Grassland,Semi-open habitats,1,Carnivore,5.92,30.04,19.90,79.07,2111330.27,"The tawny-bellied babbler (Dumetia hyperythra) also known in older Indian works as the rufous-bellied babbler is a small babbler that forages in small groups in low scrub forests. Like other members of the large Old World babbler family they are passerine birds characterised by soft fluffy plumage. There are three subspecies within the Indian Subcontinent. The nominate hyperythra found in northern and eastern India is uniformly brown underneath while albogularis of the western Indian peninsula is white throated. The population in Sri Lanka,  phillipsi, is also white throated but is paler underneath and has a larger bill.[4][5]",extant
2875,1209,dysithamnus leucostictus,136.8,Small,20.2,Forest,Dense habitats,1,Carnivore,-5.21,11.33,1.84,-74.58,52236.90,"The white-streaked antvireo or white-spotted antvireo (Dysithamnus leucostictus) is a species of bird in the family Thamnophilidae. It is found in Colombia, Ecuador, Peru, and Venezuela. Its natural habitat is subtropical or tropical moist montane forests.",extant
2876,6694,dysithamnus mentalis,121.4,Small,14.87,Forest,Dense habitats,1,Carnivore,-29.77,18.19,-11.55,-56.53,4153057.29,The plain antvireo (Dysithamnus mentalis) is a passerine bird species in the antbird family (Thamnophilidae). It is a resident breeder in tropical Central and South America.,extant
2877,1883,dysithamnus occidentalis,149.0,Medium,26.4,Forest,Dense habitats,1,Carnivore,-5.85,5.21,1.46,-77.21,16007.91,The bicolored antvireo (Dysithamnus occidentalis) is an insectivorous bird in the antbird family Thamnophilidae. It is found on the west slope of the Andes from southwest Colombia to northwest Ecuador. Its natural habitat is subtropical or tropical moist montane forests. It is threatened by habitat loss.,Vulnerable
2878,1300,dysithamnus plumbeus,137.9,Small,20.5,Forest,Dense habitats,1,Carnivore,-21.93,-13.67,-17.27,-40.52,42463.62,The plumbeous antvireo (Dysithamnus plumbeus) is a species of bird in the family Thamnophilidae. It is endemic to low altitude areas of the Atlantic Forest in south east Brazil. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.,Vulnerable
2879,2667,dysithamnus puncticeps,115.2,Small,14.9,Forest,Dense habitats,1,Carnivore,-0.81,9.75,4.96,-78.13,127823.89,"The spot-crowned antvireo (Dysithamnus puncticeps) is a species of bird in the family Thamnophilidae. It is found in Colombia, Costa Rica, Ecuador, and Panama. Its natural habitat is subtropical or tropical moist lowland forests.",extant
2880,4348,dysithamnus stictothorax,124.0,Small,15.5,Forest,Dense habitats,1,Carnivore,-27.11,-14.25,-22.36,-45.84,415220.51,"The spot-breasted antvireo (Dysithamnus stictothorax) is a species of bird in the family Thamnophilidae.
It is found in south east Brazil. Its natural habitats are subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest. It is becoming rare due to habitat loss.",Near Threatened
2881,1884,dysithamnus striaticeps,109.7,Small,12.0,Forest,Dense habitats,1,Carnivore,9.58,15.99,12.92,-84.45,88175.27,"The streak-crowned antvireo (Dysithamnus striaticeps) is a species of bird in the family Thamnophilidae. It is found in Costa Rica, Honduras, and Nicaragua. Its natural habitat is subtropical or tropical moist lowland forests.",Least Concern
2882,2018,dysithamnus xanthopterus,135.8,Small,16.0,Forest,Dense habitats,1,Carnivore,-27.80,-21.95,-23.81,-46.49,44440.17,The rufous-backed antvireo (Dysithamnus xanthopterus) is a species of bird in the family Thamnophilidae. It is endemic to Brazil.,Least Concern
2883,10812,eclectus roratus,364.4,Large,480.76,Forest,Dense habitats,1,Herbivore,-3.88,2.65,-1.39,128.26,51683.78,,extant
2884,10093,egretta ardesiaca,413.2,Large,324.0,Wetland,Open habitats,1,Carnivore,-31.66,17.80,-6.39,27.60,8505004.79,"The black heron (Egretta ardesiaca), also known as the black egret,  is an African heron. It is well known for its habit of using its wings to form a canopy when fishing.",Least Concern
2885,10551,egretta caerulea,437.8,Large,338.61,Wetland,Open habitats,1,Carnivore,-27.37,42.25,6.61,-72.72,5634382.17,,Least Concern
2886,10119,egretta eulophotes,418.6,Large,461.83,Coastal,Open habitats,3,Carnivore,25.35,43.51,39.31,124.18,114002.97,The Chinese egret or Swinhoe's egret (Egretta eulophotes) is a threatened species of egret from east Asia. The species was first described by Robert Swinhoe in 1860.,extant
2887,10891,egretta garzetta,445.5,Large,312.0,Wetland,Open habitats,2,Carnivore,-43.64,55.12,5.46,70.68,34141787.35,,Least Concern
2888,9674,egretta gularis,447.2,Large,312.0,Coastal,Open habitats,2,Carnivore,-25.61,41.32,4.08,29.97,2265036.60,"The western reef heron (Egretta gularis), also called the western reef egret, is a medium-sized heron found in southern Europe, Africa and parts of Asia. It has a mainly coastal distribution and occurs in several plumage forms: a slaty-grey plumage in which it can only be confused with the rather uncommon dark morph of the Little egret (Egretta garzetta); a white form which can look very similar to the little egret although the bill tends to be paler and larger and the black form with white throat E. g. gularis of West Africa. There are also differences in size, structure and foraging behaviour. There have been suggestions that the species hybridizes with the Little Egret, and based on this, some authors treat schistacea and gularis as subspecies of Egretta garzetta. Works that consider the Western Reef Heron as a valid species include the nominate gularis and schistacea as subspecies.",extant
2889,9464,egretta novaehollandiae,502.2,Large,558.64,Wetland,Open habitats,1,Carnivore,-48.02,-4.66,-29.89,144.63,2680426.22,"The white-faced heron (Egretta novaehollandiae) also known as the white-fronted heron,[2] and incorrectly as the grey heron,[3] or blue crane,[2] is a common bird throughout most of Australasia, including New Guinea, the islands of Torres Strait, Indonesia, New Zealand, and all but the driest areas of Australia.",Not Evaluated
2890,10319,egretta rufescens,560.7,Large,614.0,Coastal,Open habitats,1,Carnivore,10.70,32.24,23.35,-96.09,349145.57,"The reddish egret (Egretta rufescens) is a medium-sized heron that is a resident breeder in Central America, the Bahamas, the Caribbean, the Gulf Coast of the United States (primarily Texas), and Mexico. The egret is known for its unusual foraging behavior compared to other herons as well as its association with mud flats, its habitat of choice.",extant
2891,9890,egretta sacra,416.5,Large,502.0,Coastal,Open habitats,2,Carnivore,-49.72,42.19,-3.63,126.33,4099474.31,"The Pacific reef heron (Egretta sacra), also known as the eastern reef heron or eastern reef egret, is a species of heron found throughout southern Asia and Oceania. It occurs in two colour morphs with either slaty grey or pure white plumage. The sexes are similar in appearance.",extant
2892,10795,egretta thula,456.4,Large,371.0,Wetland,Open habitats,2,Carnivore,-43.40,45.35,3.56,-70.78,19270773.23,,Not Evaluated
2893,10294,egretta tricolor,440.1,Large,372.3,Coastal,Open habitats,2,Carnivore,-14.22,42.22,18.58,-78.54,1369046.69,"The tricolored heron (Egretta tricolor), formerly known as the Louisiana heron,[3] is a small species of heron native to coastal parts of the Americas. The species is more solitary than other species of heron in the Americas and eats a diet consisting mostly of small fish.",extant
2894,6623,egretta vinaceigula,390.5,Large,288.0,Wetland,Open habitats,2,Carnivore,-20.74,-17.52,-18.85,22.79,110075.11,"The slaty egret (Egretta vinaceigula) is a small, dark egret.  It is one of the species to which the Agreement on the Conservation of African-Eurasian Migratory Waterbirds (AEWA) applies.  It is classified as Vulnerable, the biggest threat being habitat loss.",Vulnerable
2895,5292,elachura formosa,92.6,Small,5.0,Grassland,Dense habitats,1,Carnivore,17.95,29.98,24.86,99.87,663267.73,"The spotted elachura or spotted wren-babbler (Elachura formosa) is a species of passerine bird found in the forests of the eastern Himalayas and Southeast Asia. In the past it was included in the babbler genus Spelaeornis as S. formosus, but molecular phylogenetic studies in 2014 provided evidence that it was distinct from the babblers and part of a basal lineage (one that diverged early) with no other close living relatives within the passerine bird clade Passerida. This led to the creation of a new family, Elachuridae, to accommodate just one species (a monotypic taxon).[2]",Least Concern
2896,8173,elaenia albiceps,163.7,Medium,15.5,Forest,Semi-open habitats,2,Omnivore,-55.72,1.31,-30.68,-71.29,2239367.68,"The white-crested elaenia (Elaenia albiceps) is a species of bird in the family Tyrannidae, the tyrant flycatchers. It has several subspecies breeding across southern and western parts of South America. Southern birds migrate north in winter.",extant
2897,6275,elaenia chiriquensis,150.8,Medium,15.4,Shrubland,Open habitats,2,Omnivore,-26.93,12.46,-6.64,-56.58,7208019.86,"The lesser elaenia (Elaenia chiriquensis) is a species of bird in the family Tyrannidae, the tyrant flycatchers.",extant
2898,3403,elaenia cristata,141.8,Small,18.2,Shrubland,Open habitats,1,Carnivore,-20.95,10.18,-5.98,-51.25,5128248.10,"The plain-crested elaenia (Elaenia cristata) is a species of bird in the family Tyrannidae. It is found in Bolivia, Brazil, Colombia, French Guiana, Guyana, Peru, Suriname, and Venezuela.",extant
2899,994,elaenia dayi,222.6,Medium,34.5,Forest,Semi-open habitats,1,Carnivore,3.17,5.91,4.97,-63.07,26627.09,"The great elaenia (Elaenia dayi) is a species of bird in the family Tyrannidae, the tyrant flycatchers. It is endemic and restricted mostly to the higher altitude plateau-Tepuis of Venezuela and far northern Brazil, and may also occur in Guyana.",extant
2900,3316,elaenia fallax,151.3,Medium,14.4,Forest,Dense habitats,1,Omnivore,17.88,18.44,18.16,-77.37,6030.05,The Greater Antillean elaenia (Elaenia fallax) is a species of bird in the family Tyrannidae. It is found on Hispaniola (Dominican Republic and Haiti) and Jamaica.,extant
2901,7655,elaenia flavogaster,169.4,Medium,24.8,Woodland,Open habitats,1,Omnivore,-31.00,21.61,-6.86,-58.37,10327940.88,"The yellow-bellied elaenia (Elaenia flavogaster) is a small bird of the tyrant flycatcher family. It breeds from southern Mexico and the Yucatán Peninsula through Central and South America as far as northern Argentina, and on Trinidad and Tobago.",extant
2902,5827,elaenia frantzii,156.6,Medium,19.6,Forest,Open habitats,1,Herbivore,0.94,15.47,8.08,-77.18,259467.27,"The mountain elaenia (Elaenia frantzii) is a small passerine bird in the tyrant flycatcher family. It breeds in highlands from Guatemala to Colombia and western Venezuela. The scientific name celebrates the German physician and naturalist, Alexander von Frantzius.",extant
2903,1301,elaenia gigas,183.0,Medium,31.0,Shrubland,Dense habitats,2,Omnivore,-17.51,4.11,-7.42,-74.35,474517.61,"The mottle-backed elaenia (Elaenia gigas) is a species of bird in the family Tyrannidae. It is found in Bolivia, Colombia, Ecuador, and Peru.",Least Concern
2904,5852,elaenia martinica,172.5,Medium,20.79,Forest,Semi-open habitats,1,Omnivore,11.99,21.53,17.80,-73.04,26788.39,"The Caribbean elaenia (Elaenia martinica) is a species of bird in the family Tyrannidae found in the West Indies and parts of Central America. Its natural habitats are tropical and subtropical dry broadleaf forest, subtropical or tropical moist lowland forest, and heavily degraded former forest.",extant
2905,4684,elaenia obscura,189.5,Medium,23.9,Forest,Dense habitats,1,Omnivore,-27.09,-2.19,-12.36,-72.61,326587.09,"The highland elaenia (Elaenia obscura) is a species of bird in the family Tyrannidae, the tyrant flycatchers. It is found in southeastern Ecuador to Bolivia and northwestern Argentina",extant
2906,3743,elaenia pallatangae,159.9,Medium,17.8,Forest,Semi-open habitats,3,Omnivore,-17.49,5.01,-6.60,-75.32,281873.78,The sierran elaenia (Elaenia pallatangae) is a species of bird in the family Tyrannidae.,Least Concern
2907,6566,elaenia parvirostris,152.9,Medium,13.8,Forest,Semi-open habitats,3,Carnivore,-37.53,-16.20,-27.33,-58.66,2741717.39,The small-billed elaenia (Elaenia parvirostris) is a species of bird in the family Tyrannidae.,Least Concern
2908,628,elaenia pelzelni,184.8,Medium,27.3,Forest,Dense habitats,1,Omnivore,-11.60,-1.31,-4.52,-62.85,311569.85,"The brownish elaenia (Elaenia pelzelni) is a species of bird in the family Tyrannidae, the tyrant flycatchers.
It is found along the Amazon Basin rivers of Brazil; also northern Peru and the adjacent border of Colombia; also Bolivia. The rivers are the Xingu, Iriri, Madeira, and Juruá of Brazil, and the Marañón of Peru.
Its natural habitat is subtropical or tropical moist lowland forests.",Least Concern
2909,2255,elaenia ridleyana,178.6,Medium,33.0,Woodland,Semi-open habitats,1,Carnivore,-3.88,-3.80,-3.86,-32.43,20.13,"The Noronha elaenia (Elaenia ridleyana) is a species of bird in the tyrant-flycatcher family Tyrannidae. It is endemic to Fernando de Noronha, a small archipelago off the coast of Brazil. The species was formerly considered a subspecies of the large elaenia, but differs considerably in the calls and song.[2]",Vulnerable
